Number Insured,Number Uninsured,Income Category,County,Percentage Insured,Percentage Uninsured
24827,7531,Under 138% of Poverty,"Nash County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"New Hanover County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"New Hanover County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"New Hanover County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"New Hanover County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"New Hanover County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Northampton County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Northampton County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Northampton County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Northampton County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Northampton County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Onslow County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Onslow County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Onslow County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Onslow County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Onslow County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Orange County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Orange County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Orange County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Orange County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Orange County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Pamlico County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Pamlico County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Pamlico County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Pamlico County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Pamlico County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Pasquotank County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Pasquotank County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Pasquotank County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Pasquotank County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Pasquotank County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Pender County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Pender County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Pender County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Pender County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Pender County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Perquimans County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Perquimans County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Perquimans County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Perquimans County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Perquimans County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Person County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Person County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Person County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Person County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Person County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Pitt County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Pitt County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Pitt County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Pitt County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Pitt County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Polk County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Polk County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Polk County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Polk County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Polk County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Randolph County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Randolph County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Randolph County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Randolph County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Randolph County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Richmond County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Richmond County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Richmond County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Richmond County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Richmond County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Robeson County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Robeson County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Robeson County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Robeson County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Robeson County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Rockingham County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Rockingham County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Rockingham County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Rockingham County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Rockingham County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Rowan County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Rowan County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Rowan County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Rowan County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Rowan County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Rutherford County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Rutherford County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Rutherford County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Rutherford County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Rutherford County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Sampson County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Sampson County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Sampson County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Sampson County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Sampson County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Scotland County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Scotland County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Scotland County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Scotland County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Scotland County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Stanly County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Stanly County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Stanly County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Stanly County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Stanly County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Stokes County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Stokes County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Stokes County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Stokes County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Stokes County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Surry County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Surry County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Surry County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Surry County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Surry County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Swain County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Swain County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Swain County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Swain County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Swain County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Transylvania County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Transylvania County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Transylvania County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Transylvania County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Transylvania County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Tyrrell County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Tyrrell County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Tyrrell County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Tyrrell County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Tyrrell County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Union County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Union County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Union County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Union County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Union County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Vance County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Vance County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Vance County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Vance County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Vance County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Wake County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Wake County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Wake County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Wake County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Wake County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Warren County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Warren County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Warren County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Warren County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Warren County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Washington County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Washington County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Washington County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Washington County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Washington County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Watauga County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Watauga County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Watauga County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Watauga County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Watauga County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Wayne County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Wayne County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Wayne County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Wayne County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Wayne County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Wilkes County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Wilkes County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Wilkes County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Wilkes County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Wilkes County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Wilson County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Wilson County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Wilson County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Wilson County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Wilson County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Yadkin County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Yadkin County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Yadkin County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Yadkin County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Yadkin County, NC",76.7260028431918,23.273997156808207
40193,2507,Over 400% of Poverty,"Yancey County, NC",94.1288056206089,5.871194379391101
27025,3960,250% to 400% of Poverty,"Yancey County, NC",87.21962239793449,12.780377602065515
9624,2305,200% to 250% of Poverty,"Yancey County, NC",80.67734093385866,19.322659066141338
12797,3519,138% to 200% of Poverty,"Yancey County, NC",78.43221377788673,21.567786222113263
24827,7531,Under 138% of Poverty,"Yancey County, NC",76.7260028431918,23.273997156808207
